,Type,Air_temperature,Process_temperature,Rotational_speed,Torque,Tool_wear,Machine_failure,TWF,HDF,PWF,OSF,RNF,Failure_type
8642,Medium,297.5,308.4,1596,36.6,80,0,0,0,0,0,0,NF
8643,Low,297.5,308.5,1448,54.3,83,0,0,0,0,0,0,NF
8644,Medium,297.6,308.5,1443,38.2,85,0,0,0,0,0,0,NF
8645,Medium,297.6,308.6,1492,35.5,88,0,0,0,0,0,0,NF
8646,Low,297.5,308.6,1497,43.9,91,0,0,0,0,0,0,NF
8647,Low,297.5,308.5,1530,38.5,93,0,0,0,0,0,0,NF
8648,Medium,297.4,308.4,1478,46.2,95,0,0,0,0,0,0,NF
8649,Low,297.4,308.4,1328,61.8,98,0,0,0,0,0,0,NF
8650,High,297.4,308.3,1771,27.4,100,0,0,0,0,0,0,NF
8651,Medium,297.4,308.4,1564,35.0,105,0,0,0,0,0,0,NF
8652,High,297.3,308.3,1461,41.5,108,0,0,0,0,0,0,NF
8653,Medium,297.4,308.3,1335,57.9,113,0,0,0,0,0,0,NF
8654,Medium,297.4,308.4,1441,46.8,116,0,0,0,0,0,0,NF
8655,Low,297.3,308.3,1268,60.6,119,0,0,0,0,0,0,NF
8656,Medium,297.3,308.3,1697,27.4,121,0,0,0,0,0,0,NF
8657,Low,297.4,308.4,1421,46.0,124,0,0,0,0,0,0,NF
8658,Low,297.4,308.5,1496,36.4,126,0,0,0,0,0,0,NF
8659,Low,297.5,308.5,1375,55.6,128,0,0,0,0,0,0,NF
8660,Low,297.4,308.5,1295,52.1,130,0,0,0,0,0,0,NF
8661,Low,297.4,308.5,1643,33.8,132,0,0,0,0,0,0,NF
8662,Low,297.5,308.6,1514,36.9,134,0,0,0,0,0,0,NF
8663,Low,297.5,308.6,1671,29.4,136,0,0,0,0,0,0,NF
8664,High,297.5,308.6,1355,58.9,138,0,0,0,0,0,0,NF
8665,Low,297.6,308.7,1365,50.6,143,0,0,0,0,0,0,NF
8666,Low,297.5,308.7,1407,42.5,145,0,0,0,0,0,0,NF
8667,Medium,297.5,308.8,1455,46.1,147,0,0,0,0,0,0,NF
8668,Low,297.5,308.8,1502,45.9,150,0,0,0,0,0,0,NF
8669,Medium,297.5,308.8,1471,52.3,152,0,0,0,0,0,0,NF
8670,Low,297.5,308.9,1581,30.4,155,0,0,0,0,0,0,NF
8671,Low,297.5,308.8,1530,37.8,157,0,0,0,0,0,0,NF
8672,Low,297.5,308.8,1312,50.3,159,0,0,0,0,0,0,NF
8673,Low,297.4,308.6,1494,42.6,161,0,0,0,0,0,0,NF
8674,Medium,297.4,308.6,1528,29.1,163,0,0,0,0,0,0,NF
8675,High,297.3,308.6,1688,29.4,166,0,0,0,0,0,0,NF
8676,Medium,297.3,308.5,1520,42.4,171,0,0,0,0,0,0,NF
8677,Medium,297.3,308.5,1664,28.9,174,0,0,0,0,0,0,NF
8678,Low,297.3,308.5,1514,44.5,177,0,0,0,0,0,0,NF
8679,Low,297.3,308.5,1456,54.2,179,0,0,0,0,0,0,NF
8680,Low,297.2,308.5,1494,39.6,181,0,0,0,0,0,0,NF
8681,Low,297.2,308.4,1605,30.0,183,0,0,0,0,0,0,NF
8682,Medium,297.2,308.5,1353,46.5,185,0,0,0,0,0,0,NF
8683,Low,297.2,308.5,1447,47.9,188,0,0,0,0,0,0,NF
8684,Low,297.2,308.5,1588,40.4,190,0,0,0,0,0,0,NF
8685,High,297.2,308.5,1524,41.4,192,0,0,0,0,0,0,NF
8686,Medium,297.2,308.5,1611,31.6,197,0,0,0,0,0,0,NF
8687,Medium,297.2,308.5,1604,34.9,200,0,0,0,0,0,0,NF
8688,Low,297.1,308.5,1483,46.9,203,0,0,0,0,0,0,NF
8689,Low,297.1,308.4,1543,39.6,205,0,0,0,0,0,0,NF
8690,Low,297.1,308.5,1323,44.4,207,1,1,0,0,0,0,TWF
8691,Low,297.1,308.5,1555,36.2,0,0,0,0,0,0,0,NF
8692,Low,297.1,308.4,1583,31.9,2,0,0,0,0,0,0,NF
8693,Medium,297.2,308.5,1584,40.0,4,0,0,0,0,0,0,NF
8694,Low,297.2,308.5,1766,25.8,7,0,0,0,0,0,0,NF
8695,Medium,297.2,308.6,1498,44.4,9,0,0,0,0,0,0,NF
8696,Low,297.2,308.6,1413,49.8,12,0,0,0,0,0,0,NF
8697,Low,297.3,308.6,1505,33.5,14,0,0,0,0,0,0,NF
8698,High,297.3,308.7,1438,46.2,16,0,0,0,0,0,0,NF
8699,Medium,297.3,308.7,1655,34.1,21,0,0,0,0,0,0,NF
8700,Medium,297.3,308.7,1451,43.8,24,0,0,0,0,0,0,NF
8701,Medium,297.3,308.7,1466,38.4,27,0,0,0,0,0,0,NF
8702,Low,297.2,308.6,1774,23.0,30,0,0,0,0,0,0,NF
8703,Medium,297.2,308.6,1284,51.3,32,0,0,0,0,0,0,NF
8704,Low,297.1,308.5,1425,40.0,35,0,0,0,0,0,0,NF
8705,Low,297.2,308.6,1437,52.4,37,0,0,0,0,0,0,NF
8706,Low,297.2,308.6,1335,53.0,39,0,0,0,0,0,0,NF
8707,Low,297.2,308.5,1471,41.7,41,0,0,0,0,0,0,NF
8708,Medium,297.2,308.5,1364,54.0,43,0,0,0,0,0,0,NF
8709,Low,297.1,308.5,1578,35.6,46,0,0,0,0,0,0,NF
8710,Low,297.1,308.5,1712,32.1,48,0,0,0,0,0,0,NF
8711,Low,297.1,308.5,1733,28.7,50,0,0,0,0,0,0,NF
8712,Low,297.2,308.6,1652,32.1,52,0,0,0,0,0,0,NF
8713,Low,297.2,308.6,1917,24.1,54,0,0,0,0,0,0,NF
8714,Medium,297.2,308.6,1444,41.1,56,0,0,0,0,0,0,NF
8715,Low,297.1,308.6,1442,37.1,59,0,0,0,0,0,0,NF
8716,Medium,297.1,308.6,1717,31.3,61,0,0,0,0,0,0,NF
8717,Low,297.1,308.7,1474,42.3,64,0,0,0,0,0,0,NF
8718,Low,297.2,308.7,1509,39.3,66,0,0,0,0,0,0,NF
8719,Low,297.2,308.8,1451,43.1,68,0,0,0,0,0,0,NF
8720,Low,297.3,308.8,1554,36.1,70,0,0,0,0,0,0,NF
8721,Low,297.2,308.7,1669,30.7,72,0,0,0,0,0,0,NF
8722,Low,297.2,308.6,1366,50.4,74,0,0,0,0,0,0,NF
8723,Low,297.2,308.6,1578,34.4,76,0,0,0,0,0,0,NF
8724,Medium,297.2,308.6,1513,39.0,78,0,0,0,0,0,0,NF
8725,Medium,297.1,308.5,1515,42.1,81,0,0,0,0,0,0,NF
8726,Low,297.2,308.6,1562,33.0,84,0,0,0,0,0,0,NF
8727,Low,297.2,308.7,1501,38.5,86,0,0,0,0,0,0,NF
8728,Medium,297.2,308.7,1398,38.1,88,0,0,0,0,0,0,NF
8729,Low,297.3,308.7,1352,53.8,91,0,0,0,0,0,0,NF
8730,High,297.3,308.7,1569,33.9,93,0,0,0,0,0,0,NF
8731,High,297.2,308.6,1486,46.6,98,0,0,0,0,0,0,NF
8732,Low,297.2,308.6,1864,23.6,103,0,0,0,0,0,0,NF
8733,Medium,297.3,308.7,1447,44.5,105,0,0,0,0,0,0,NF
8734,Low,297.2,308.6,1392,41.5,108,0,0,0,0,0,0,NF
8735,Low,297.3,308.6,1358,47.6,110,0,0,0,0,0,0,NF
8736,Low,297.3,308.7,1491,40.2,112,0,0,0,0,0,0,NF
8737,Low,297.3,308.7,1556,36.7,114,0,0,0,0,0,0,NF
8738,Low,297.3,308.7,1531,36.7,116,0,0,0,0,0,0,NF
8739,High,297.4,308.7,1429,37.6,118,0,0,0,0,0,0,NF
8740,Medium,297.4,308.8,1573,33.9,123,0,0,0,0,0,0,NF
8741,Low,297.4,308.8,1538,41.2,126,0,0,0,0,0,0,NF
8742,Low,297.4,308.8,1467,39.0,128,0,0,0,0,0,0,NF
8743,High,297.4,308.7,1323,51.1,130,0,0,0,0,0,0,NF
8744,Medium,297.4,308.7,1798,23.0,135,0,0,0,0,0,0,NF
8745,Low,297.4,308.6,1411,46.3,138,0,0,0,0,0,0,NF
8746,Low,297.3,308.5,1528,44.5,140,0,0,0,0,0,0,NF
8747,Low,297.3,308.5,1504,42.0,142,0,0,0,0,0,0,NF
8748,Low,297.3,308.5,1384,39.6,144,0,0,0,0,0,0,NF
8749,Low,297.2,308.4,1677,26.4,146,0,0,0,0,0,0,NF
8750,Low,297.3,308.5,1764,30.8,148,0,0,0,0,0,0,NF
8751,Medium,297.4,308.5,1472,42.0,150,0,0,0,0,0,0,NF
8752,Medium,297.4,308.5,1465,55.9,153,0,0,0,0,0,0,NF
8753,Medium,297.4,308.6,1657,33.1,156,0,0,0,0,0,0,NF
8754,Low,297.4,308.6,1635,30.5,159,0,0,0,0,0,0,NF
8755,Medium,297.4,308.7,1582,31.9,161,0,0,0,0,0,0,NF
8756,Low,297.5,308.7,1761,26.2,164,0,0,0,0,0,0,NF
8757,Low,297.5,308.8,1587,34.9,166,0,0,0,0,0,0,NF
8758,Medium,297.5,308.7,1446,53.0,168,0,0,0,0,0,0,NF
8759,Medium,297.5,308.7,1352,53.0,171,0,0,0,0,0,0,NF
8760,Medium,297.4,308.7,1392,46.4,174,0,0,0,0,0,0,NF
8761,Low,297.5,308.8,1417,49.8,177,0,0,0,0,0,0,NF
8762,High,297.5,308.8,1824,24.0,179,0,0,0,0,0,0,NF
8763,Low,297.5,308.8,1603,36.7,184,0,0,0,0,0,0,NF
8764,Low,297.4,308.8,1620,33.4,186,0,0,0,0,0,0,NF
8765,Low,297.4,308.8,1353,49.4,188,0,0,0,0,0,0,NF
8766,Low,297.5,308.8,1360,50.7,190,0,0,0,0,0,0,NF
8767,Low,297.5,308.6,1380,53.5,192,0,0,0,0,0,0,NF
8768,Medium,297.5,308.7,1363,53.6,194,0,0,0,0,0,0,NF
8769,Medium,297.4,308.6,1452,41.2,197,0,0,0,0,0,0,NF
8770,Low,297.4,308.6,1680,32.8,200,0,0,0,0,0,0,NF
8771,Low,297.5,308.6,1536,39.0,202,0,0,0,0,0,0,NF
8772,Low,297.5,308.6,1621,28.9,0,0,0,0,0,0,0,NF
8773,Low,297.5,308.6,1585,37.6,2,0,0,0,0,0,0,NF
8774,Medium,297.6,308.7,1408,51.5,4,0,0,0,0,0,0,NF
8775,High,297.5,308.6,1536,38.7,7,0,0,0,0,0,0,NF
8776,Low,297.5,308.6,1352,52.6,12,0,0,0,0,0,0,NF
8777,High,297.5,308.6,1481,38.8,14,0,0,0,0,0,0,NF
8778,Low,297.5,308.7,1454,45.0,19,0,0,0,0,0,0,NF
8779,Medium,297.5,308.6,1349,51.5,21,0,0,0,0,0,0,NF
8780,Medium,297.5,308.6,1327,52.1,24,0,0,0,0,0,0,NF
8781,Low,297.6,308.7,1552,42.3,27,0,0,0,0,0,0,NF
8782,Low,297.5,308.7,1456,44.7,29,0,0,0,0,0,0,NF
8783,Medium,297.6,308.6,1254,45.8,31,0,0,0,0,0,0,NF
8784,Low,297.5,308.6,1437,43.3,34,0,0,0,0,0,0,NF
8785,Low,297.5,308.6,1694,27.1,36,0,0,0,0,0,0,NF
8786,Low,297.5,308.5,1306,50.7,38,0,0,0,0,0,0,NF
8787,Medium,297.5,308.5,1699,30.1,40,0,0,0,0,0,0,NF
8788,Low,297.4,308.5,1369,53.2,43,0,0,0,0,0,0,NF
8789,Low,297.4,308.5,1471,43.9,45,0,0,0,0,0,0,NF
8790,Low,297.4,308.5,1410,43.9,47,0,0,0,0,0,0,NF
8791,Medium,297.4,308.5,1412,45.5,49,0,0,0,0,0,0,NF
8792,Low,297.4,308.5,1418,51.2,52,0,0,0,0,0,0,NF
8793,Low,297.4,308.5,1782,25.9,54,0,0,0,0,0,0,NF
8794,Medium,297.4,308.5,1497,36.4,56,0,0,0,0,0,0,NF
8795,Low,297.3,308.4,1459,39.4,59,0,0,0,0,0,0,NF
8796,Low,297.2,308.3,1796,23.8,61,0,0,0,0,0,0,NF
8797,Low,297.2,308.3,1569,31.2,63,0,0,0,0,0,0,NF
8798,Low,297.3,308.4,1469,46.7,65,0,0,0,0,0,0,NF
8799,Low,297.3,308.4,1472,41.3,67,0,0,0,0,0,0,NF
8800,Low,297.4,308.5,1475,47.2,69,0,0,0,0,0,0,NF
8801,Low,297.4,308.6,1488,36.4,71,0,0,0,0,0,0,NF
8802,Low,297.4,308.6,1524,43.1,73,0,0,0,0,0,0,NF
8803,Low,297.4,308.5,1486,48.6,75,0,0,0,0,0,0,NF
8804,Medium,297.5,308.6,1255,60.7,77,0,0,0,0,0,0,NF
8805,Medium,297.4,308.6,1469,42.6,80,0,0,0,0,0,0,NF
8806,Low,297.4,308.5,1692,34.3,83,0,0,0,0,0,0,NF
8807,Medium,297.4,308.6,1604,32.8,85,0,0,0,0,0,0,NF
8808,Low,297.4,308.6,1446,48.1,88,0,0,0,0,0,0,NF
8809,Low,297.3,308.5,1503,43.3,90,0,0,0,0,0,0,NF
8810,Medium,297.3,308.5,1625,32.8,92,0,0,0,0,0,0,NF
8811,Low,297.2,308.5,1574,35.8,95,0,0,0,0,0,0,NF
8812,Medium,297.2,308.4,1378,41.9,97,0,0,0,0,0,0,NF
8813,Low,297.1,308.4,1693,29.5,100,0,0,0,0,0,0,NF
8814,Low,297.2,308.4,1462,51.2,102,0,0,0,0,0,0,NF
8815,High,297.3,308.5,1435,55.0,104,0,0,0,0,0,0,NF
8816,Medium,297.2,308.5,1425,45.8,109,0,0,0,0,0,0,NF
8817,High,297.3,308.6,1376,53.5,112,0,0,0,0,0,0,NF
8818,Medium,297.4,308.7,1481,48.0,117,0,0,0,0,0,0,NF
8819,High,297.4,308.7,1349,48.9,120,0,0,0,0,0,0,NF
8820,Low,297.3,308.7,1551,40.0,125,0,0,0,0,0,0,NF
8821,High,297.4,308.7,1623,33.8,127,0,0,0,0,0,0,NF
8822,Low,297.4,308.8,1462,49.7,132,0,0,0,0,0,0,NF
8823,Medium,297.3,308.8,1447,57.4,134,0,0,0,0,0,0,NF
8824,Medium,297.3,308.9,1799,24.5,137,0,0,0,0,0,0,NF
8825,Medium,297.3,308.8,1548,41.3,140,0,0,0,0,0,0,NF
8826,Medium,297.2,308.8,1485,47.9,143,0,0,0,0,0,0,NF
8827,Low,297.2,308.7,1463,49.9,146,0,0,0,0,0,0,NF
8828,Low,297.3,308.7,1587,35.8,148,0,0,0,0,0,0,NF
8829,Medium,297.3,308.8,1469,44.1,150,0,0,0,0,0,0,NF
8830,High,297.3,308.7,1430,42.8,153,0,0,0,0,0,0,NF
8831,High,297.4,308.7,1726,26.8,158,0,0,0,0,0,0,NF
8832,Low,297.4,308.8,1651,34.1,163,0,0,0,0,0,0,NF
8833,Low,297.4,308.8,1529,41.3,165,0,0,0,0,0,0,NF
8834,Low,297.4,308.8,1473,46.2,167,0,0,0,0,0,0,NF
8835,High,297.4,308.8,1324,53.5,169,0,0,0,0,0,0,NF
8836,Low,297.4,308.9,1708,28.8,174,0,0,0,0,0,0,NF
8837,Medium,297.5,309.1,1540,38.5,176,0,0,0,0,0,0,NF
8838,Low,297.5,309.0,1320,54.7,179,0,0,0,0,0,0,NF
8839,Medium,297.4,308.9,1376,39.0,181,0,0,0,0,0,0,NF
8840,Medium,297.3,308.7,1542,37.0,184,0,0,0,0,0,0,NF
8841,Low,297.3,308.7,1506,39.3,187,0,0,0,0,0,0,NF
8842,Low,297.3,308.7,1492,43.6,189,0,0,0,0,0,0,NF
8843,High,297.3,308.8,1564,38.0,191,0,0,0,0,0,0,NF
8844,High,297.4,308.9,1645,30.8,196,0,0,0,0,0,0,NF
8845,Medium,297.4,308.9,1348,59.1,201,0,0,0,0,0,0,NF
8847,Low,297.5,308.9,1443,43.5,0,0,0,0,0,0,0,NF
8848,Medium,297.5,308.9,1436,44.8,2,0,0,0,0,0,0,NF
8849,Low,297.5,308.9,1596,30.7,5,0,0,0,0,0,0,NF
8850,Low,297.6,309.0,1491,43.2,7,0,0,0,0,0,0,NF
8851,Medium,297.7,308.9,1573,35.1,9,0,0,0,0,0,0,NF
8852,Low,297.7,308.9,1575,39.9,12,0,0,0,0,0,0,NF
8853,Low,297.7,308.9,1458,41.1,14,0,0,0,0,0,0,NF
8854,Medium,297.7,309.0,1433,41.8,16,0,0,0,0,0,0,NF
8855,Low,297.7,308.9,1662,28.1,19,0,0,0,0,0,0,NF
8856,Medium,297.7,308.9,1327,63.7,21,0,0,0,0,0,0,NF
8857,Low,297.7,308.9,1742,26.3,24,0,0,0,0,0,0,NF
8858,Low,297.8,308.9,1506,33.5,26,0,0,0,0,0,0,NF
8859,Low,297.9,309.1,1457,44.4,28,0,0,0,0,0,0,NF
8860,Medium,297.9,309.1,1488,37.3,30,0,0,0,0,0,0,NF
8861,Low,297.9,309.1,1619,34.7,33,0,0,0,0,0,0,NF
8862,Medium,298.0,309.2,1558,41.7,35,0,0,0,0,0,0,NF
8863,Low,298.0,309.2,1731,28.7,38,0,0,0,0,0,0,NF
8864,Medium,298.0,309.1,1574,34.8,40,0,0,0,0,0,0,NF
8865,Low,297.9,309.0,1290,49.8,43,0,0,0,0,0,0,NF
8866,High,297.9,308.9,1416,39.6,45,0,0,0,0,0,0,NF
8867,Low,297.9,308.9,1566,41.9,50,0,0,0,0,0,0,NF
8868,Low,297.9,309.0,1456,46.5,52,0,0,0,0,0,0,NF
8869,Low,297.9,309.0,1528,37.5,54,0,0,0,0,0,0,NF
8870,Medium,297.9,309.1,1338,49.6,56,0,0,0,0,0,0,NF
8871,Medium,297.9,309.1,1558,39.2,59,0,0,0,0,0,0,NF
8872,Medium,297.9,309.1,1614,38.1,62,0,0,0,0,0,0,NF
8873,High,298.0,309.1,1557,36.4,65,0,0,0,0,0,0,NF
8874,Low,298.1,309.3,1443,45.3,70,0,0,0,0,0,0,NF
8875,High,298.1,309.3,1332,51.0,72,0,0,0,0,0,0,NF
8876,Medium,298.1,309.3,1752,25.2,77,0,0,0,0,0,0,NF
8877,Medium,298.1,309.2,1460,45.8,80,0,0,0,0,0,0,NF
8878,Low,298.1,309.2,1802,26.9,83,0,0,0,0,0,0,NF
8879,Low,298.0,309.2,1527,39.5,85,0,0,0,0,0,0,NF
8880,Low,298.0,309.2,1458,39.8,87,0,0,0,0,0,0,NF
8881,High,298.0,309.2,1520,37.9,89,0,0,0,0,0,0,NF
8882,Low,298.0,309.2,1378,49.7,94,0,0,0,0,0,0,NF
8883,Medium,297.9,309.2,1529,38.1,96,0,0,0,0,0,0,NF
8884,Low,298.0,309.2,1527,32.4,99,0,0,0,0,0,0,NF
8885,Medium,298.0,309.2,1438,42.9,101,0,0,0,0,0,0,NF
8886,Low,297.9,309.0,1583,36.7,104,0,0,0,0,0,0,NF
8887,Low,297.8,308.9,1530,37.6,106,0,0,0,0,0,0,NF
8888,Medium,297.7,308.9,1530,39.1,108,0,0,0,0,0,0,NF
8889,Medium,297.7,308.8,2089,19.1,111,0,0,0,0,0,0,NF
8890,Low,297.7,308.8,1616,34.2,114,0,0,0,0,0,0,NF
8891,Medium,297.7,308.9,1681,28.3,116,0,0,0,0,0,0,NF
8892,Low,297.6,308.8,1475,43.0,119,0,0,0,0,0,0,NF
8893,Low,297.5,308.7,1371,46.5,121,0,0,0,0,0,0,NF
8894,Medium,297.5,308.7,1546,38.0,123,0,0,0,0,0,0,NF
8895,High,297.4,308.6,1461,40.1,126,0,0,0,0,0,0,NF
8896,Low,297.4,308.7,1638,31.9,131,0,0,0,0,0,0,NF
8897,Medium,297.3,308.7,1577,35.6,133,0,0,0,0,0,0,NF
8898,Low,297.4,308.6,1532,38.7,136,0,0,0,0,0,0,NF
8899,Medium,297.3,308.5,1710,27.7,138,0,0,0,0,0,0,NF
8900,Medium,297.3,308.6,1584,29.4,141,0,0,0,0,0,0,NF
8901,Low,297.3,308.6,1446,50.1,144,0,0,0,0,0,0,NF
8902,High,297.4,308.7,1522,46.3,146,0,0,0,0,0,0,NF
8903,Medium,297.4,308.7,1382,49.9,151,0,0,0,0,0,0,NF
8904,Low,297.4,308.7,1584,38.2,154,0,0,0,0,0,0,NF
8905,Low,297.3,308.6,1385,55.2,156,0,0,0,0,0,0,NF
8906,Low,297.3,308.7,1592,34.4,158,0,0,0,0,0,0,NF
8907,Medium,297.2,308.6,1404,43.7,160,0,0,0,0,0,0,NF
8908,Low,297.2,308.5,1518,44.3,163,0,0,0,0,0,0,NF
8909,Low,297.1,308.4,1529,40.4,165,0,0,0,0,0,0,NF
8910,Low,297.1,308.4,1550,37.0,167,0,0,0,0,0,0,NF
8911,Low,297.1,308.3,1773,23.8,169,0,0,0,0,0,0,NF
8912,Low,297.2,308.5,1446,43.7,171,0,0,0,0,0,0,NF
8913,Medium,297.2,308.5,1487,46.9,173,0,0,0,0,0,0,NF
8914,Medium,297.3,308.5,1524,49.3,176,0,0,0,0,0,0,NF
8915,Low,297.1,308.3,1403,54.1,179,0,0,0,0,0,0,NF
8916,Low,297.1,308.2,2267,15.7,181,0,0,0,0,0,0,NF
8917,Medium,297.1,308.2,1529,37.9,183,0,0,0,0,0,0,NF
8918,Low,297.1,308.2,1402,51.2,186,0,0,0,0,0,0,NF
8919,Low,297.2,308.3,1693,28.0,188,0,0,0,0,0,0,NF
8920,Low,297.1,308.3,1496,45.8,190,0,0,0,0,0,0,NF
8921,Low,297.1,308.1,1633,33.3,192,0,0,0,0,0,0,NF
8922,Low,297.1,308.2,1399,42.6,194,0,0,0,0,0,0,NF
8923,Medium,297.0,308.1,1363,45.3,196,0,0,0,0,0,0,NF
8924,High,297.1,308.2,1527,42.2,199,0,0,0,0,0,0,NF
8925,Medium,297.2,308.2,1405,42.5,204,0,0,0,0,0,0,NF
8927,Medium,297.4,308.4,1789,25.0,210,0,0,0,0,0,0,NF
8928,Low,297.4,308.4,1531,41.5,213,0,0,0,0,0,0,NF
8929,Medium,297.4,308.4,1620,35.8,215,0,0,0,0,0,0,NF
8930,Low,297.4,308.4,1571,39.4,0,0,0,0,0,0,0,NF
8931,Low,297.4,308.4,1434,39.9,2,0,0,0,0,0,0,NF
8932,Low,297.4,308.4,1474,43.6,4,0,0,0,0,0,0,NF
8933,Medium,297.3,308.3,1544,41.7,6,0,0,0,0,0,0,NF
8934,Low,297.3,308.2,1601,35.7,9,0,0,0,0,0,0,NF
8935,Low,297.4,308.3,1801,26.9,11,0,0,0,0,0,0,NF
8936,Low,297.4,308.3,1465,42.0,13,0,0,0,0,0,0,NF
8937,Medium,297.4,308.4,1340,52.6,15,0,0,0,0,0,0,NF
8938,Medium,297.4,308.4,1517,41.0,18,0,0,0,0,0,0,NF
8939,Medium,297.3,308.4,1434,44.8,21,0,0,0,0,0,0,NF
8940,High,297.3,308.3,1935,19.3,24,0,0,0,0,0,0,NF
8941,Medium,297.3,308.3,1595,32.2,29,0,0,0,0,0,0,NF
8942,Low,297.3,308.3,2188,17.0,32,0,0,0,0,0,0,NF
8943,Medium,297.3,308.4,1449,44.4,34,0,0,0,0,0,0,NF
8944,Low,297.3,308.3,1471,38.2,37,0,0,0,0,0,0,NF
8945,Low,297.4,308.2,1639,33.8,39,0,0,0,0,0,0,NF
8946,Medium,297.3,308.2,1846,24.5,41,0,0,0,0,0,0,NF
8947,Medium,297.3,308.2,1452,38.2,44,0,0,0,0,0,0,NF
8948,Medium,297.4,308.3,1483,41.9,47,0,0,0,0,0,0,NF
8949,Low,297.4,308.3,1284,60.3,50,0,0,0,0,0,0,NF
8950,Low,297.4,308.2,1419,50.0,52,0,0,0,0,0,0,NF
8951,Low,297.3,308.1,1763,28.4,54,0,0,0,0,0,0,NF
8952,Medium,297.2,308.0,1478,42.5,56,0,0,0,0,0,0,NF
8953,Low,297.3,308.0,1518,36.0,59,0,0,0,0,0,0,NF
8954,Low,297.3,308.0,1447,49.0,61,0,0,0,0,0,0,NF
8955,Medium,297.4,308.0,1355,55.1,63,0,0,0,0,0,0,NF
8956,Low,297.4,308.1,1348,57.4,66,0,0,0,0,0,0,NF
8957,Low,297.4,308.1,1348,53.7,68,0,0,0,0,0,0,NF
8958,Medium,297.4,308.1,1734,27.7,70,0,0,0,0,0,0,NF
8959,Low,297.3,308.0,1420,46.5,73,0,0,0,0,0,0,NF
8960,Low,297.3,307.9,1797,24.7,75,0,0,0,0,0,0,NF
8961,Medium,297.3,308.0,1403,45.0,77,0,0,0,0,0,0,NF
8962,Low,297.3,307.9,1628,30.2,80,0,0,0,0,0,0,NF
8963,Medium,297.2,307.9,1687,30.4,82,0,0,0,0,0,0,NF
8964,Medium,297.2,307.9,1456,44.9,85,0,0,0,0,0,0,NF
8965,Low,297.1,307.9,1496,44.7,88,0,0,0,0,0,0,NF
8966,Low,297.1,307.8,1636,30.3,90,0,0,0,0,0,0,NF
8967,Low,297.1,307.8,1536,40.4,92,0,0,0,0,0,0,NF
8968,Low,297.1,307.8,1454,50.6,94,0,0,0,0,0,0,NF
8969,Low,297.0,307.8,1396,50.0,96,0,0,0,0,0,0,NF
8970,Low,297.0,307.6,1575,37.4,98,0,0,0,0,0,0,NF
8971,Low,296.9,307.6,1514,35.7,100,0,0,0,0,0,0,NF
8972,Medium,296.8,307.4,1455,49.9,102,0,0,0,0,0,0,NF
8973,Low,296.8,307.4,1549,48.3,105,0,0,0,0,0,0,NF
8974,Low,296.8,307.5,1474,42.4,107,0,0,0,0,0,0,NF
8975,High,296.7,307.4,1661,34.2,109,0,0,0,0,0,0,NF
8976,Low,296.7,307.4,1535,34.6,114,0,0,0,0,0,0,NF
8977,Medium,296.9,307.5,1556,31.2,116,0,0,0,0,0,0,NF
8978,Low,296.9,307.6,1435,45.0,119,0,0,0,0,0,0,NF
8979,Medium,296.9,307.5,1332,51.1,121,0,0,0,0,0,0,NF
8980,Low,297.0,307.6,1513,42.4,124,0,0,0,0,0,0,NF
8981,Low,297.0,307.7,1502,39.4,126,0,0,0,0,0,0,NF
8982,Low,297.0,307.7,1315,60.1,128,0,0,0,0,0,0,NF
8983,Medium,297.0,307.7,1261,51.1,130,0,0,0,0,0,0,NF
8984,Low,297.1,307.8,1406,60.4,133,0,0,0,0,0,0,NF
8985,Low,297.1,307.8,1584,42.3,135,0,0,0,0,0,0,NF
8986,Medium,297.1,307.8,1443,43.9,137,0,0,0,0,0,0,NF
8987,Low,297.2,307.9,1580,35.8,140,0,0,0,0,0,0,NF
8988,Low,297.2,307.9,1825,24.6,142,0,0,0,0,0,0,NF
8989,Low,297.2,307.9,1469,48.2,144,0,0,0,0,0,0,NF
8990,Low,297.2,307.9,1493,38.4,146,0,0,0,0,0,0,NF
8991,Medium,297.3,308.0,1598,29.4,148,0,0,0,0,0,0,NF
8992,High,297.2,307.9,1450,37.2,151,0,0,0,0,0,0,NF
8993,Medium,297.2,307.9,1632,37.5,156,0,0,0,0,0,0,NF
8994,Medium,297.1,307.9,1980,20.3,159,0,0,0,0,0,0,NF
8995,Low,297.2,308.0,1474,43.7,162,0,0,0,0,0,0,NF
8996,Low,297.2,307.9,1540,37.1,164,0,0,0,0,0,0,NF
8997,Medium,297.1,307.9,1609,38.9,166,0,0,0,0,0,0,NF
8998,Low,297.1,308.0,1467,42.8,169,0,0,0,0,0,0,NF
8999,Low,297.1,307.9,1492,39.4,171,0,0,0,0,0,0,NF
9000,Low,297.0,307.9,1493,46.1,173,0,0,0,0,0,0,NF
9001,Low,297.0,307.8,1500,39.9,175,0,0,0,0,0,0,NF
9002,Low,297.1,307.8,1477,36.6,177,0,0,0,0,0,0,NF
9003,Low,297.1,307.9,1342,49.1,179,0,0,0,0,0,0,NF
9004,Medium,297.1,307.8,1538,34.3,181,0,0,0,0,0,0,NF
9005,Low,297.2,307.9,1337,58.1,184,0,0,0,0,0,0,NF
9006,Low,297.3,307.9,1417,41.8,186,0,0,0,0,0,0,NF
9007,Low,297.4,308.0,1383,46.2,188,0,0,0,0,0,0,NF
